label,HK1_drl,HK2_drl,HK3_drl,HK4_drl,HK5_drl,HK6_drl,HK7_drl,HK8_drl,HK9_drl,HK10_drl,HK11_drl,HK12_drl,HK1_dtbhk,HK2_dtbhk,HK3_dtbhk,HK4_dtbhk,HK5_dtbhk,HK6_dtbhk,HK7_dtbhk,HK8_dtbhk,HK9_dtbhk,HK10_dtbhk,HK11_dtbhk,HK12_dtbhk,HK1_sotchk,HK2_sotchk,HK3_sotchk,HK4_sotchk,HK5_sotchk,HK6_sotchk,HK7_sotchk,HK8_sotchk,HK9_sotchk,HK10_sotchk,HK11_sotchk,HK12_sotchk,pass_avsc,CCHV_1,CCHV_2,CCHV_3,CCHV_4,CCHV_5,CCHV_6
0,83.0,61.0,64.0,80.0,100.0,95.0,86.0,,,,,,7.63,7.35,8.36,8.49,8.04,8.29,8.8,,,,,,17.0,21.0,21.0,19.0,19.0,16.0,18.0,,,,,,,,,,,,
0,95.0,87.0,52.0,86.0,80.0,85.0,86.0,75.0,,,,,8.06,7.77,8.35,8.16,8.85,8.25,7.55,9.4,,,,,17.0,21.0,24.0,20.0,16.0,14.0,19.0,10.0,,,,,,,,,,,
1,75.0,45.0,53.0,53.0,75.0,70.0,71.0,70.0,53.0,,,,4.49,3.24,4.79,3.24,4.06,5.34,5.744999999999999,3.33,0.29,,,,13.0,19.0,17.0,21.0,11.0,9.0,14.5,15.0,15.0,,,,,Bị cảnh cáo vì ĐTB học kỳ,,,,,
0,85.0,87.0,92.0,90.0,93.0,75.0,66.0,65.0,,70.0,,,5.25,6.37,7.0,6.59,6.32,7.14,7.01,0.0,,,,,22.0,19.0,15.5,19.0,20.0,20.0,14.0,10.0,,,,,,,,,,,
1,73.0,90.0,90.0,,,,,,,,,,6.89,6.58,6.2,,,,,,,,,,19.0,21.0,24.0,,,,,,,,,,True,,,,,,
0,73.0,70.0,64.0,68.0,76.0,80.0,73.0,73.0,,,,,7.68,5.87,7.35,7.63,6.88,8.08,7.27,7.88,,,,,17.0,24.0,23.0,15.0,14.0,15.0,17.0,9.0,,,,,,,,,,,
0,62.0,86.0,100.0,95.0,100.0,86.0,80.0,,,,,,6.32,7.84,8.23,8.59,9.18,8.9,9.51,,,,,,22.0,19.0,24.0,22.0,16.0,16.0,14.0,,,,,,,,,,,,
1,68.0,75.0,68.0,31.0,0.0,,,,,,,,6.26,3.11,3.21,3.7,0.12,,,,,,,,17.0,24.0,20.0,16.0,17.0,,,,,,,,,,,,,,
0,99.0,94.0,83.0,94.0,100.0,80.0,70.0,,,,,,8.86,8.8,8.44,7.93,8.44,7.63,8.21,,,,,,17.0,20.0,23.0,18.0,20.0,16.0,17.0,,,,,,,,,,,,
0,92.0,86.0,56.0,72.0,80.0,75.0,90.0,75.0,,50.0,,,6.73,5.82,5.66,5.9,6.029999999999999,5.53,7.32,6.13,,,,,19.0,21.0,20.0,21.0,11.0,23.0,13.0,15.0,,,,,,Bị cảnh cáo vì đóng học phí trễ,,,,,
0,98.0,94.0,100.0,90.0,74.0,96.0,95.0,,71.0,,,,6.06,7.56,7.775,7.96,7.93,8.15,8.28,,,,,,17.0,24.0,13.5,19.0,19.0,16.0,19.0,,,,,,,,,,,,
0,73.0,60.0,26.0,26.0,40.0,68.0,75.0,75.0,,,,,6.38,6.06,6.08,5.71,5.23,6.59,5.28,6.47,,,,,17.0,19.0,23.0,17.0,16.0,20.0,21.0,16.0,,,,,,,,,,,
0,97.0,78.0,68.0,73.0,79.0,80.0,76.0,75.0,,,,,7.76,6.61,8.565,7.0,5.66,7.61,7.465,6.92,,,,,16.0,15.0,12.0,18.0,19.0,10.0,11.5,10.0,,,,,,,,,,,
1,71.0,53.0,26.0,35.0,75.0,60.0,,,,,,,4.21,3.01,4.43,3.53,2.785,2.76,,,,,,,19.0,15.0,20.0,18.0,8.0,17.0,,,,,,,,Bị cảnh cáo vì ĐTB 2 học kỳ liên tiếp < 4,,,,,
0,70.0,74.0,69.0,83.0,85.0,75.0,76.0,75.0,,,,,7.56,6.41,7.85,7.5,7.85,6.93,8.01,7.5,,,,,17.0,19.0,22.0,23.0,15.0,15.0,14.0,9.0,,,,,,,,,,,
0,66.0,74.0,80.0,80.0,86.0,90.0,77.0,84.0,,,,,6.21,5.38,5.98,6.03,6.01,6.12,6.99,7.56,,,,,19.0,17.0,21.0,23.0,21.0,19.0,16.0,19.0,,,,,True,,,,,,
0,75.0,52.0,46.0,44.0,89.0,73.0,75.0,70.0,,,,,6.76,6.53,7.2,6.18,6.97,6.03,6.16,4.86,,,,,13.0,19.0,15.5,19.0,24.0,17.0,14.5,14.0,,,,,,,,,,,
0,87.0,71.0,64.0,80.0,90.0,95.0,80.0,90.0,,,,,9.15,6.82,8.13,7.5,7.0,8.48,8.36,8.4,,,,,13.0,19.0,22.0,22.0,18.0,19.0,16.0,6.0,,,,,,,,,,,
1,74.0,85.0,94.0,66.0,82.0,61.0,73.0,,56.0,,,,5.89,5.5,6.955,6.88,7.68,6.41,7.745000000000001,,,,,,22.0,22.0,14.5,23.0,16.0,18.0,11.5,,,,,,,Bị cảnh cáo vì ĐTB học kỳ,,,,,
1,73.0,64.0,30.0,41.0,71.0,56.0,60.0,55.0,59.0,,45.0,,4.79,1.52,0.91,3.15,4.91,4.25,4.5,0.39,4.44,,,,13.0,11.0,24.0,22.0,13.5,22.0,23.0,23.0,11.5,,,,,Bị cảnh cáo vì ĐTB học kỳ,Bị cảnh cáo vì ĐTB 2 học kỳ liên tiếp < 4,Bị cảnh cáo vì ĐTB học kỳ,Bị cảnh cáo vì ĐTB học kỳ,,
1,77.0,59.0,2.0,5.0,34.0,30.0,29.0,,,,,,2.88,2.87,1.255,4.32,2.0,2.25,1.13,,,,,,13.0,20.0,13.5,19.0,11.0,12.0,14.0,,,,,,,Bị cảnh cáo vì ĐTB học kỳ,,,,,
1,79.0,79.0,60.0,,28.0,,,,,,,,7.25,5.86,3.13,,,,,,,,,,17.0,17.0,22.0,,,,,,,,,,,Bị cảnh cáo vì ĐTB học kỳ,,,,,
0,67.0,80.0,85.0,100.0,86.0,85.0,100.0,,,,,,6.92,6.5,7.28,7.98,7.78,8.31,9.06,,,,,,17.0,21.0,22.0,24.0,19.0,23.0,17.0,,,,,,True,,,,,,
1,84.0,66.0,52.0,,36.0,,,,,,,,6.42,3.38,3.5949999999999998,,,,,,,,,,17.0,21.0,11.0,,,,,,,,,,,,Bị cảnh cáo vì ĐTB học kỳ,,,,
1,47.0,41.0,-21.0,19.0,66.0,50.0,,,,,,,2.54,,2.8899999999999997,6.78,7.7,6.02,,,,,,,13.0,,11.0,18.0,24.0,28.0,,,,,,,,,,,,,
1,97.0,86.0,85.0,87.0,79.0,78.0,66.0,75.0,,50.0,,,6.73,6.52,7.35,6.3,8.535,8.16,7.745,7.19,,,,,22.0,21.0,24.0,17.0,9.0,14.0,10.5,19.0,,,,,,Bị cảnh cáo vì ĐTB học kỳ,,,,,
0,70.0,88.0,78.0,77.0,84.0,73.0,64.0,75.0,,,,,5.98,6.75,7.64,7.31,6.29,7.76,7.46,8.04,,,,,22.0,18.0,22.0,22.0,14.0,15.0,17.0,11.0,,,,,,,,,,,
0,81.0,65.0,88.0,78.0,66.0,80.0,76.0,75.0,,75.0,,,7.19,7.19,8.25,7.61,8.38,8.01,7.56,6.94,,,,,13.0,24.0,24.0,23.0,16.0,15.0,17.0,14.0,,,,,,,,,,,
0,98.0,80.0,66.0,93.0,90.0,95.0,85.0,,,,,,7.65,8.03,7.65,8.1,7.95,8.38,9.055,,,,,,17.0,21.0,17.0,18.0,20.0,17.0,10.5,,,,,,,,,,,,
1,62.0,48.0,49.0,63.0,71.0,61.0,58.0,,45.0,,,,7.28,6.59,4.7,2.4,4.67,6.15,3.96,,,,,,17.0,19.0,21.0,14.0,14.0,15.0,11.0,,,,,,True,Bị cảnh cáo vì ĐTB học kỳ,Bị cảnh cáo vì ĐTB học kỳ,,,,
0,99.0,68.0,86.0,86.0,81.0,80.0,80.0,,,,,,8.59,7.38,8.1,8.17,7.3,8.13,7.83,,,,,,17.0,21.0,21.0,21.0,21.0,12.0,23.0,,,,,,,,,,,,
1,62.0,72.0,-1.0,70.0,59.0,60.0,75.0,55.0,,,,,4.85,2.52,4.49,3.85,4.645,4.49,1.005,0.2,,,,,17.0,22.0,13.5,19.0,12.5,19.0,12.0,10.0,,,,,,Bị cảnh cáo vì ĐTB học kỳ,,,,,
1,80.0,75.0,,58.0,,,,,,,,,4.83,0.19,,,,,,,,,,,19.0,21.0,,,,,,,,,,,True,,Bị cảnh cáo vì ĐTB và trễ học phí,,,,
1,85.0,78.0,95.0,74.0,98.0,79.0,86.0,,78.0,78.0,55.0,65.0,5.3,6.73,6.745,6.2,6.7,6.46,7.125,,,,,,22.0,20.0,16.5,21.0,21.0,14.0,10.5,,,,,,,,,,,,
0,98.0,91.0,89.0,100.0,100.0,95.0,90.0,,85.0,,,,9.18,8.23,8.61,8.61,8.76,8.78,8.33,,,,,,15.0,24.0,20.0,21.0,20.0,16.0,18.0,,,,,,,,,,,,
1,74.0,41.0,62.0,14.0,,,,,,,,,5.63,4.16,6.12,4.93,,,,,,,,,24.0,25.0,22.0,18.0,,,,,,,,,,,,,,,
0,95.0,73.0,71.0,84.0,69.0,85.0,87.0,79.0,,,,,6.18,1.0,5.31,7.74,5.949999999999999,7.3,7.4,6.69,,,,,22.0,22.0,29.0,22.0,12.5,22.0,27.0,16.0,,,,,,,,,,,
0,76.0,100.0,95.0,96.0,100.0,90.0,,69.0,75.0,70.0,55.0,,4.98,7.45,7.359999999999999,8.19,7.34,7.26,,,,,,,22.0,22.0,15.0,22.0,20.0,20.0,,,,,,,,,,,,,
0,65.0,84.0,84.0,73.0,69.0,76.0,76.0,75.0,,70.0,,,7.53,8.24,7.18,7.69,7.5,7.29,8.28,8.6,,,,,17.0,22.0,30.0,15.0,10.5,15.0,17.0,10.0,,,,,,,,,,,
0,82.0,78.0,93.0,63.0,81.0,64.0,75.0,,,,,,5.73,4.24,7.14,6.48,7.3,6.8,6.54,,,,,,22.0,19.0,25.0,25.0,16.0,21.0,18.0,,,,,,,,,,,,
1,68.0,63.0,-1.0,19.0,8.0,24.0,41.0,35.0,56.0,65.0,55.0,,4.5,2.5,1.535,1.68,4.66,2.5,3.4699999999999998,1.85,2.34,2.63,1.19,,22.0,20.0,18.0,18.0,23.0,26.0,14.5,19.0,16.5,22.0,17.5,,,Bị cảnh cáo vì ĐTB học kỳ,Bị cảnh cáo vì ĐTB học kỳ,,,,
1,18.0,38.0,,,,,,,,,,,5.05,1.34,,,,,,,,,,,17.0,15.0,,,,,,,,,,,True,,Bị cảnh cáo vì ĐTB học kỳ,,,,
1,73.0,50.0,,25.0,,,,,,,,,5.05,1.26,,,,,,,,,,,19.0,15.0,,,,,,,,,,,,Bị cảnh cáo vì ĐTB và trễ học phí,,,,,
0,84.0,86.0,83.0,94.0,77.0,100.0,100.0,85.0,,,,,5.73,5.85,6.81,7.41,7.105,7.02,7.63,9.0,,,,,24.0,21.0,25.0,14.0,11.0,19.0,15.0,2.0,,,,,,,,,,,
0,84.0,78.0,59.0,65.0,87.0,65.0,71.0,67.0,80.0,70.0,,,5.73,6.37,5.445,5.95,6.92,6.9,6.76,6.9,6.57,,,,22.0,19.0,16.5,19.0,17.0,19.0,19.0,14.0,8.5,,,,,,,,,,
1,83.0,58.0,42.0,50.0,80.0,55.0,60.0,,50.0,,,,7.24,2.22,4.67,3.41,6.43,0.72,3.37,,,,,,13.0,19.0,28.0,17.0,7.0,20.0,24.0,,,,,,,Bị cảnh cáo vì ĐTB học kỳ,Bị cảnh cáo vì ĐTB học kỳ,,,,
0,89.0,88.0,83.0,75.0,75.0,61.0,58.0,45.0,,,,,6.11,6.74,7.75,7.25,6.83,5.06,5.57,8.11,,,,,22.0,19.0,15.0,19.0,20.0,15.0,21.0,18.0,,,,,,,,,,,
0,76.0,73.0,68.0,93.0,100.0,100.0,100.0,,78.0,58.0,,,7.88,5.92,7.3,7.48,7.29,7.08,7.69,,,,,,13.0,23.0,27.0,24.0,21.0,20.0,18.0,,,,,,,,,,,,
0,75.0,86.0,92.0,76.0,97.0,63.0,58.0,69.0,,,,,5.91,5.82,7.8,6.88,7.27,7.35,5.84,6.13,,,,,22.0,19.0,12.0,17.0,19.0,22.0,14.0,12.0,,,,,,,,,,,
0,83.0,79.0,74.0,88.0,72.0,89.0,68.0,65.0,71.0,70.0,,,6.45,6.67,7.39,7.88,8.245,6.5,7.76,7.81,1.71,8.3,,,22.0,15.0,22.0,20.0,9.5,14.0,15.0,13.0,13.0,4.0,,,,Bị cảnh cáo vì ĐTB học kỳ,,,,,
0,100.0,95.0,85.0,98.0,99.0,90.0,64.0,75.0,,,,,6.97,6.61,6.395,7.52,7.09,7.69,7.1,8.15,,,,,18.0,19.0,14.5,17.0,18.0,15.0,15.0,11.0,,,,,,,,,,,
1,73.0,63.0,58.0,41.0,76.0,70.0,,68.0,,,,,6.56,6.84,7.61,4.03,5.13,2.47,,,,,,,17.0,13.0,24.0,19.0,20.0,19.0,,,,,,,,,Bị cảnh cáo vì ĐTB học kỳ,,,,
0,64.0,70.0,80.0,85.0,79.0,75.0,71.0,68.0,,,,,7.88,7.08,7.06,7.76,5.52,6.38,7.96,8.31,,,,,17.0,19.0,19.0,22.0,16.0,19.0,20.0,14.0,,,,,True,,,,,,
0,83.0,77.0,78.0,79.0,86.0,68.0,70.0,66.0,,,,,6.64,6.95,5.59,7.49,7.775,7.1,6.74,6.11,,,,,22.0,19.0,12.5,21.0,11.5,17.0,14.0,14.0,,,,,,,,,,,
1,91.0,100.0,87.0,100.0,100.0,81.0,69.0,74.0,80.0,,,,5.05,4.84,5.09,4.19,6.665,4.41,5.5,4.66,1.91,,,,22.0,19.0,29.0,24.0,13.0,23.0,19.0,20.0,14.0,,,,,Được xem xét hạ mức,,,,,
0,81.0,87.0,100.0,81.0,84.0,64.0,36.0,46.0,75.0,70.0,60.0,,6.34,5.71,6.61,5.36,4.78,1.87,2.65,4.04,5.0,2.78,2.66,,22.0,19.0,28.0,19.0,14.0,26.0,24.0,24.0,12.0,24.0,19.0,,,Bị cảnh cáo vì ĐTB học kỳ,Bị cảnh cáo vì ĐTB học kỳ,,,,
0,76.0,59.0,57.0,62.0,77.0,79.0,72.0,60.0,,70.0,60.0,65.0,6.43,6.98,6.02,7.26,6.15,6.63,5.65,8.31,,,,,22.0,22.0,25.0,15.0,23.0,15.0,18.0,14.0,,,,,,,,,,,
0,96.0,84.0,91.0,83.0,64.0,76.0,85.0,75.0,,,,,5.94,5.15,6.54,7.11,6.455,7.1,7.84,7.1,,,,,17.0,20.0,14.0,21.0,9.0,24.0,24.0,11.0,,,,,,,,,,,
0,82.0,71.0,81.0,80.0,91.0,75.0,90.0,85.0,,55.0,,,8.42,6.86,8.36,8.29,8.11,7.46,8.71,7.95,,,,,17.0,20.0,22.0,20.0,17.0,20.0,16.0,14.0,,,,,,,,,,,
0,100.0,86.0,100.0,79.0,86.0,78.0,78.0,80.0,,,,,7.45,8.15,8.28,8.69,8.59,8.78,8.76,9.24,,,,,22.0,20.0,16.0,15.0,15.0,18.0,15.0,8.0,,,,,,,,,,,
0,79.0,80.0,73.0,90.0,85.0,90.0,90.0,75.0,,,,,8.04,8.45,7.72,8.16,8.2,7.28,8.38,7.97,,,,,19.0,19.0,23.0,15.0,16.0,23.0,22.0,7.0,,,,,,,,,,,
0,79.0,72.0,94.0,85.0,66.0,80.0,90.0,100.0,,,,,7.73,6.18,8.71,8.86,8.615,8.41,8.34,8.4,,,,,13.0,24.0,23.0,20.0,9.5,22.0,14.0,11.0,,,,,,,,,,,
0,73.0,78.0,80.0,75.0,68.0,68.0,83.0,90.0,,,,,7.72,7.05,7.63,7.55,8.05,7.77,7.2,8.87,,,,,19.0,19.0,24.0,22.0,15.0,15.0,17.0,15.0,,,,,True,,,,,,
1,100.0,96.0,100.0,96.0,91.0,99.0,100.0,95.0,,,,,6.26,5.87,7.5,7.75,6.8,6.54,6.71,3.51,,,,,17.0,24.0,24.0,15.0,21.0,19.0,20.0,18.0,,,,,,,,,,,
0,98.0,96.0,100.0,100.0,100.0,97.0,82.0,,,,,,7.61,8.74,8.25,8.91,8.33,9.29,9.030000000000001,,,,,,22.0,21.0,22.0,18.0,18.0,14.0,9.0,,,,,,,,,,,,
0,77.0,79.0,62.0,67.0,87.0,70.0,58.0,66.0,75.0,75.0,,70.0,4.64,3.32,6.54,4.91,6.65,5.22,5.945,3.87,6.035,7.7,,,18.0,22.0,24.0,27.0,21.0,16.0,16.5,16.0,14.0,8.0,,,,,,,,,
1,8.0,25.0,60.0,75.0,68.0,,,,,,,,1.32,0.66,3.39,3.07,1.68,,,,,,,,13.0,15.0,14.0,15.0,16.0,,,,,,,,False,Bị cảnh cáo vì ĐTB học kỳ,Bị cảnh cáo vì ĐTB học kỳ,Bị cảnh cáo vì ĐTB 2 học kỳ liên tiếp < 4,,,
1,85.0,48.0,41.0,44.0,76.0,58.0,,,,,,,5.42,2.5,4.67,4.9,3.08,1.7,,,,,,,17.0,21.0,22.0,20.0,16.0,16.0,,,,,,,,,,,,,
0,67.0,61.0,66.0,78.0,73.0,73.0,76.0,75.0,,,,,9.02,6.79,7.28,6.75,7.23,7.25,7.83,7.65,,,,,13.0,21.0,30.0,16.0,18.0,17.0,20.0,6.0,,,,,,,,,,,
0,90.0,78.0,83.0,77.0,82.0,77.0,64.0,73.0,,,,,6.43,5.39,7.6,7.75,7.99,7.23,7.44,7.61,,,,,22.0,22.0,13.0,15.0,16.0,15.0,15.0,11.0,,,,,,,,,,,
0,100.0,77.0,100.0,82.0,67.0,80.0,80.0,80.0,,70.0,,,7.92,6.82,8.72,7.88,7.08,8.25,8.12,8.36,,,,,13.0,22.0,21.0,22.0,15.0,16.0,17.0,9.0,,,,,,,,,,,
0,91.0,74.0,71.0,90.0,80.0,85.0,80.0,80.0,,50.0,,,8.41,7.04,7.83,8.26,7.24,7.66,7.61,7.5,,,,,17.0,20.0,19.0,16.0,20.0,16.0,20.0,15.0,,,,,,,,,,,
1,62.0,76.0,87.0,70.0,67.0,,,,,,,,6.15,6.04,5.67,4.71,0.67,,,,,,,,17.0,20.0,20.0,18.0,13.0,,,,,,,,,,,,,,
0,66.0,73.0,80.0,85.0,76.0,80.0,90.0,,,,,,7.23,6.29,7.9,7.41,7.89,7.03,7.88,,,,,,17.0,19.0,21.0,22.0,21.0,16.0,16.0,,,,,,True,,,,,,
0,73.0,69.0,71.0,74.0,96.0,88.0,76.0,70.0,,,,,7.15,5.99,6.94,6.73,7.74,7.12,6.81,,,,,,17.0,20.0,22.0,21.0,22.0,21.0,21.0,,,,,,,,,,,,
0,100.0,100.0,100.0,100.0,100.0,93.0,90.0,85.0,,,,,7.66,7.16,8.29,8.91,8.6,8.15,9.03,8.24,,,,,22.0,22.0,19.0,16.0,14.0,16.0,16.0,10.0,,,,,,,,,,,
0,100.0,92.0,94.0,78.0,72.0,65.0,67.0,49.0,76.0,,,,8.05,7.21,7.44,7.86,7.3,8.28,6.86,5.67,8.06,,,,22.0,19.0,20.0,18.0,17.0,15.0,19.0,11.0,11.0,,,,,,,,,,
1,69.0,74.0,87.0,69.0,84.0,65.0,70.0,64.0,71.0,70.0,60.0,,5.39,3.66,6.21,4.04,5.63,5.46,6.725,5.32,3.625,3.4,2.85,,22.0,19.0,13.5,19.0,11.0,20.0,19.0,20.0,7.5,4.0,8.0,,,,,,,,
1,83.0,66.0,58.0,36.0,,,,,,,,,7.76,6.34,5.84,2.74,,,,,,,,,17.0,17.0,24.0,17.0,,,,,,,,,,,,,,,
0,87.0,69.0,65.0,72.0,85.0,73.0,80.0,95.0,60.0,,,,7.99,4.87,6.95,6.4,5.755,7.61,8.18,7.41,8.8,,,,15.0,21.0,20.0,21.0,13.5,23.0,21.0,11.0,10.0,,,,,,,,,,
0,81.0,83.0,78.0,64.0,55.0,55.0,74.0,,71.0,70.0,60.0,,6.19,6.7,7.1,6.68,6.83,6.28,7.81,,,,,,18.0,23.0,20.0,23.0,24.0,14.0,21.0,,,,,,,,,,,,
0,100.0,100.0,100.0,79.0,86.0,93.0,90.0,,,,,,8.52,8.32,8.07,8.66,8.62,8.69,9.280000000000001,,,,,,24.0,21.0,23.0,19.0,14.0,16.0,9.0,,,,,,,,,,,,
0,97.0,100.0,81.0,92.0,92.0,79.0,81.0,,,,,,6.8,7.85,8.06,7.72,8.0,7.3,7.82,,,,,,22.0,20.0,21.0,20.0,15.0,14.0,17.0,,,,,,,,,,,,
0,72.0,76.0,89.0,75.0,79.0,78.0,90.0,85.0,,,,,6.29,5.44,7.33,5.74,6.48,4.62,7.0,7.75,,,,,17.0,22.0,24.0,24.0,16.0,18.0,21.0,12.0,,,,,,,,,,,
0,100.0,90.0,66.0,88.0,95.0,90.0,76.0,85.0,,,,,9.32,7.05,8.46,8.19,7.89,5.97,7.44,8.97,,,,,17.0,22.0,23.0,20.0,15.0,19.0,17.0,18.0,,,,,,,,,,,
0,95.0,81.0,66.0,93.0,90.0,90.0,90.0,,,,,,8.96,7.78,7.88,8.15,7.62,8.29,8.38,,,,,,17.0,24.0,24.0,15.0,20.0,19.0,20.0,,,,,,,,,,,,
0,73.0,76.0,76.0,75.0,81.0,90.0,100.0,94.0,,,,,8.03,7.64,8.2,8.5,8.66,8.46,8.46,7.97,,,,,19.0,19.0,24.0,22.0,20.0,14.0,18.0,10.0,,,,,True,,,,,,
0,77.0,71.0,83.0,84.0,88.0,66.0,62.0,75.0,,,,,5.86,6.92,7.22,7.38,7.56,8.25,7.62,8.58,,,,,18.0,19.0,27.0,22.0,16.0,17.0,17.0,12.0,,,,,,,,,,,
0,94.0,74.0,67.0,80.0,90.0,85.0,81.0,,58.0,,,,7.93,7.17,6.87,7.29,7.08,6.78,7.85,,,,,,17.0,18.0,21.0,24.0,20.0,16.0,16.0,,,,,,,,,,,,
0,67.0,31.0,62.0,54.0,76.0,75.0,76.0,75.0,77.0,,,,7.5,6.84,6.61,7.35,7.09,7.47,8.34,6.73,8.6,,,,17.0,15.0,15.0,19.0,21.0,19.0,16.0,9.0,10.0,,,,,,,,,,
0,81.0,98.0,95.0,90.0,95.0,100.0,100.0,,58.0,,,,6.69,5.33,7.51,6.87,6.715,7.7,8.52,,,,,,17.0,21.0,20.0,22.0,14.0,19.0,20.0,,,,,,True,,,,,,
0,70.0,89.0,95.0,95.0,90.0,95.0,100.0,100.0,,,,,8.62,8.24,7.81,8.19,7.5,7.98,8.61,7.72,,,,,13.0,17.0,24.0,21.0,22.0,22.0,14.0,14.0,,,,,False,,,,,,
1,75.0,40.0,51.0,,,,,,,,,,5.26,0.42,3.31,,,,,,,,,,19.0,17.0,13.0,,,,,,,,,,True,Bị cảnh cáo vì ĐTB học kỳ,,,,,
0,91.0,85.0,100.0,100.0,99.0,90.0,100.0,,100.0,,,,7.18,6.89,8.2,7.1,7.73,8.09,8.22,,,,,,17.0,19.0,23.0,23.0,16.0,19.0,13.0,,,,,,True,,,,,,
0,89.0,87.0,79.0,75.0,89.0,90.0,86.0,,45.0,50.0,,,7.58,5.18,5.89,6.21,5.39,6.05,6.88,,,,,,17.0,19.0,23.0,24.0,23.0,21.0,13.0,,,,,,,,,,,,
0,86.0,64.0,94.0,92.0,85.0,59.0,64.0,,71.0,65.0,50.0,,5.64,5.3,6.75,7.3,7.99,6.53,6.29,,,,,,22.0,22.0,24.0,20.0,17.0,19.0,18.0,,,,,,,,,,,,
0,62.0,72.0,85.0,85.0,83.0,77.0,64.0,64.0,,70.0,55.0,,5.45,6.42,7.14,7.9,6.4,7.68,7.01,0.0,,,,,22.0,19.0,22.0,20.0,14.0,16.0,14.0,10.0,,,,,,,,,,,
0,74.0,63.0,64.0,53.0,76.0,75.0,71.0,80.0,81.0,,,,6.99,5.73,6.24,4.12,6.41,6.02,4.04,6.1,7.35,,,,17.0,21.0,25.0,19.0,18.0,23.0,7.5,16.0,20.0,,,,,,,,,,
0,66.0,59.0,73.0,67.0,55.0,72.0,78.0,68.0,,,,,7.23,6.65,7.44,7.03,7.49,8.08,7.78,8.47,,,,,20.0,21.0,19.0,15.0,10.0,16.0,17.0,9.0,,,,,,Bị cảnh cáo vì đóng học phí trễ,,,,,
1,52.0,53.0,-10.0,40.0,24.0,35.0,67.0,56.0,60.0,75.0,50.0,,6.26,7.08,6.895,5.47,6.61,4.21,5.34,4.65,3.515,5.83,1.245,,17.0,15.0,11.0,21.0,22.0,20.0,23.0,21.0,13.0,12.0,8.5,,,Bị cảnh cáo vì ĐTB và trễ học phí,,,,,
0,92.0,85.0,90.0,76.0,76.0,85.0,85.0,75.0,,70.0,50.0,,8.2,7.54,8.11,8.97,6.84,8.34,8.47,7.82,,,,,20.0,24.0,21.0,12.0,16.0,19.0,23.0,11.0,,,,,,,,,,,
0,61.0,48.0,41.0,65.0,62.0,76.0,80.0,74.0,,70.0,,,3.88,3.2,6.0649999999999995,5.91,6.4399999999999995,7.11,6.485,5.71,,,,,17.0,21.0,13.5,23.0,13.5,26.0,10.5,15.0,,,,,,,,,,,
0,76.0,65.0,74.0,64.0,60.0,70.0,73.0,68.0,,70.0,,,7.24,7.08,6.67,7.59,7.55,7.4,6.63,6.81,,,,,17.0,21.0,25.0,16.0,15.0,17.0,16.0,13.0,,,,,,,,,,,
0,75.0,87.0,90.0,90.0,91.0,85.0,100.0,,,,,,8.39,8.87,8.73,8.88,9.0,9.25,9.11,,,,,,17.0,21.0,24.0,20.0,16.0,16.0,17.0,,,,,,True,,,,,,
0,84.0,86.0,64.0,82.0,74.0,69.0,64.0,76.0,76.0,,60.0,,6.34,5.74,5.03,7.54,5.9,5.79,6.74,6.29,7.68,,,,22.0,19.0,27.0,17.0,23.0,22.0,19.0,18.0,16.0,,,,,,,,,,
1,77.0,63.0,64.0,55.0,15.0,59.0,58.0,43.0,,,,,4.5,2.45,3.58,2.26,4.48,3.25,5.21,4.33,,,,,18.0,21.0,12.0,19.0,11.0,20.0,17.5,18.0,,,,,,Bị cảnh cáo vì ĐTB học kỳ,,,,,
0,88.0,85.0,86.0,94.0,87.0,59.0,,45.0,,,,,6.36,6.42,8.15,7.89,8.53,8.58,,,,,,,22.0,19.0,14.0,18.0,28.0,23.0,,,,,,,,,,,,,
1,78.0,54.0,43.0,53.0,59.0,66.0,54.0,,48.0,,,,5.58,1.63,5.06,5.43,5.58,7.05,5.395,,,,,,18.0,19.0,18.0,23.0,21.0,23.0,12.5,,,,,,,Bị cảnh cáo vì ĐTB học kỳ,,,,,
0,83.0,60.0,78.0,56.0,71.0,72.0,46.0,25.0,57.0,75.0,65.0,,5.59,4.34,6.83,5.91,5.79,5.57,3.8,0.52,6.47,7.1,6.7,,22.0,19.0,26.0,20.0,10.0,17.0,9.5,15.0,10.0,15.0,14.0,,,Bị cảnh cáo vì ĐTB học kỳ,Bị cảnh cáo vì ĐTB học kỳ,,,,
0,71.0,75.0,76.0,85.0,76.0,85.0,85.0,,,,,,6.96,7.17,7.43,7.7,8.309999999999999,7.63,8.1,,,,,,17.0,19.0,23.0,21.0,11.0,16.0,17.0,,,,,,True,,,,,,
1,72.0,48.0,27.0,33.0,18.0,,,,,,,,4.15,4.38,3.51,3.59,4.185,,,,,,,,13.0,23.0,15.0,18.0,12.5,,,,,,,,True,,,,,,
1,79.0,65.0,80.0,80.0,81.0,75.0,86.0,,58.0,,,,6.24,4.57,6.92,6.41,7.18,7.5,7.32,,,,,,17.0,19.0,24.0,20.0,13.5,24.0,21.0,,,,,,True,,,,,,
