mssv,hocky,namhoc,dtbhk,sotchk,namkhoahoc,hk
5FD90A13XPvAibaEXe+ba4DZYrt+PH4NCeLOnwhA,2,2,7.93,18,2019,4
5FD90A13XPvAibaEXe+ba4DZYrt+PH4NCeLOnwhA,1,3,8.59,23,2019,5
272F2A74XPvAibaEXe+ba4DZYrt+PKPplgRlYVJo,2,2,8.3,8,2019,4
272F2A74XPvAibaEXe+ba4DZYrt+PKPplgRlYVJo,1,3,8.16,19,2019,5
272F2A74XPvAibaEXe+ba4DZYrt+PKPplgRlYVJo,2,3,8.23,24,2019,6
7843249EXPvAibaEXe81fV8vPRwD6GjOyqUKsOyG,1,3,8.79,17,2019,5
A36D09CCXPvAibaEXe81fV8vPRwD6CJt7YlYSrkA,2,2,8.25,22,2019,4
A36D09CCXPvAibaEXe81fV8vPRwD6CJt7YlYSrkA,1,3,8.53,18,2019,5
ACB0A192XPvAibaEXe81fV8vPRwD6CobL6sASSeh,2,2,3.03,16,2019,4
ACB0A192XPvAibaEXe81fV8vPRwD6CobL6sASSeh,1,3,6.36,20,2019,5
28A49A8BXPvAibaEXe81fV8vPRwD6Lnl35EWVuyL,2,2,8.35,22,2019,4
28A49A8BXPvAibaEXe81fV8vPRwD6Lnl35EWVuyL,1,3,8.55,22,2019,5
8D2B99D9XPvAibaEXe81fV8vPRwD6DZ50b+bojAD,2,2,7.74,16,2019,4
8D2B99D9XPvAibaEXe81fV8vPRwD6DZ50b+bojAD,1,3,7.68,19,2019,5
51CC5B86XPvAibaEXe81fV8vPRwD6Nh7dkHUgk1j,2,2,8.47,7,2019,4
51CC5B86XPvAibaEXe81fV8vPRwD6Nh7dkHUgk1j,1,3,9.1,19,2019,5
58162388XPvAibaEXe81fV8vPRwD6EDfDvQ2K8hC,1,3,8.65,21,2019,5
7AABA828XPvAibaEXe81fV8vPRwD6DL+DJpIGfz0,1,3,8.5,18,2019,5
04CDB750XPvAibaEXe81fV8vPRwD6JYmHnM75CHO,1,3,8.71,24,2019,5
66B7076AXPvAibaEXe+wnAHzeNC8Ylh9u9hOSGle,2,2,7.1,8,2019,4
66B7076AXPvAibaEXe+wnAHzeNC8Ylh9u9hOSGle,1,3,7.1,21,2019,5
4D0CAC3EXPvAibaEXe+wnAHzeNC8YuiSvE0JkCDY,1,3,8.23,20,2019,5
B37CA01EXPvAibaEXe+wnAHzeNC8Yn9raNPQF8JC,1,3,7.61,25,2019,5
7589F77FXPvAibaEXe+wnAHzeNC8YssfOqICCElD,2,2,7.13,20,2019,4
7589F77FXPvAibaEXe+wnAHzeNC8YssfOqICCElD,3,2,7.8,6,2019,5
7589F77FXPvAibaEXe+wnAHzeNC8YssfOqICCElD,1,3,7.0,20,2019,5
CB456CC9XPvAibaEXe+wnAHzeNC8YsPJQpKFuYFJ,2,2,7.23,12,2019,4
CB456CC9XPvAibaEXe+wnAHzeNC8YsPJQpKFuYFJ,1,3,7.78,20,2019,5
86D95EF1XPvAibaEXe+wnAHzeNC8Ynp88+vLxS5+,2,2,5.28,9,2019,4
86D95EF1XPvAibaEXe+wnAHzeNC8Ynp88+vLxS5+,1,3,3.52,11,2019,5
C1C0C4AEXPvAibaEXe+wnAHzeNC8Yg3KwYNkWTzJ,2,2,7.31,17,2019,4
C1C0C4AEXPvAibaEXe+wnAHzeNC8Yg3KwYNkWTzJ,1,3,8.35,16,2019,5
AFF1F708XPvAibaEXe+wnAHzeNC8YnkfVyEd6837,2,2,8.51,7,2019,4
AFF1F708XPvAibaEXe+wnAHzeNC8YnkfVyEd6837,1,3,8.1,17,2019,5
8260AC4EXPvAibaEXe+wnAHzeNC8YqRE0uIl+mi1,1,3,8.15,22,2019,5
4C3CB19CXPvAibaEXe+GGliW+AfAjOn0dhxv0WKu,2,2,7.97,18,2019,4
4C3CB19CXPvAibaEXe+GGliW+AfAjOn0dhxv0WKu,3,2,8.65,6,2019,5
4C3CB19CXPvAibaEXe+GGliW+AfAjOn0dhxv0WKu,1,3,8.09,20,2019,5
A623D2ACXPvAibaEXe+GGliW+AfAjHgnlv2jdGL6,2,2,9.03,7,2019,4
A623D2ACXPvAibaEXe+GGliW+AfAjHgnlv2jdGL6,1,3,8.72,22,2019,5
9510987DXPvAibaEXe+GGliW+AfAjNm7Wvo/+2gJ,1,3,7.95,16,2019,5
F4134FB8XPvAibaEXe+GGliW+AfAjF1YrHYmVrLk,2,2,8.2,19,2019,4
F4134FB8XPvAibaEXe+GGliW+AfAjF1YrHYmVrLk,1,3,8.36,21,2019,5
D95DCCC6XPvAibaEXe+GGliW+AfAjPVsAFjRjr1S,2,2,2.4,8,2019,4
D95DCCC6XPvAibaEXe+GGliW+AfAjPVsAFjRjr1S,1,3,3.23,22,2019,5
C4EE9609XPvAibaEXe+GGliW+AfAjDMilsuoL5J7,2,2,7.69,16,2019,4
C4EE9609XPvAibaEXe+GGliW+AfAjDMilsuoL5J7,1,3,6.94,21,2019,5
37C69A3CXPvAibaEXe+GGliW+AfAjAOZ5OazMcO3,2,2,3.3,5,2019,4
481A6067XPvAibaEXe+GGliW+AfAjEt6VXIhoDP6,2,2,8.38,22,2019,4
481A6067XPvAibaEXe+GGliW+AfAjEt6VXIhoDP6,1,3,8.21,20,2019,5
19BECA3AXPvAibaEXe+GGliW+AfAjBIWWKvbzj5O,2,2,5.45,19,2019,4
19BECA3AXPvAibaEXe+GGliW+AfAjBIWWKvbzj5O,1,3,6.57,23,2019,5
C7CFA88CXPvAibaEXe+GGliW+AfAjJH1fIxpbq5M,1,3,8.23,20,2019,5
102B5F0CXPvAibaEXe/ESOA28kZtDukC4mA7vWKJ,2,2,6.84,19,2019,4
102B5F0CXPvAibaEXe/ESOA28kZtDukC4mA7vWKJ,1,3,7.51,20,2019,5
428FF3BFXPvAibaEXe/ESOA28kZtDiKfZYr+HWyv,1,3,8.23,18,2019,5
C0AE2077XPvAibaEXe/ESOA28kZtDpuO26Uh7yBO,2,2,7.18,19,2019,4
C0AE2077XPvAibaEXe/ESOA28kZtDpuO26Uh7yBO,1,3,6.84,14,2019,5
B606A119XPvAibaEXe/ESOA28kZtDjbQgD3C1HU8,2,2,2.2,8,2019,4
B606A119XPvAibaEXe/ESOA28kZtDjbQgD3C1HU8,1,3,7.25,15,2019,5
71D36D40XPvAibaEXe/ESOA28kZtDtMYPCPMEfvg,2,2,7.92,20,2019,4
71D36D40XPvAibaEXe/ESOA28kZtDtMYPCPMEfvg,3,2,8.55,6,2019,5
71D36D40XPvAibaEXe/ESOA28kZtDtMYPCPMEfvg,1,3,6.77,20,2019,5
9E1721A7XPvAibaEXe/ESOA28kZtDod6ZWkzGwru,2,2,8.16,20,2019,4
9E1721A7XPvAibaEXe/ESOA28kZtDod6ZWkzGwru,1,3,8.44,17,2019,5
DAF17921XPvAibaEXe/ESOA28kZtDsLToj5QZohy,2,2,8.29,18,2019,4
DAF17921XPvAibaEXe/ESOA28kZtDsLToj5QZohy,1,3,8.56,17,2019,5
08782EBCXPvAibaEXe9zVZKaStZ09MV9x0bcbU8i,2,2,8.34,23,2019,4
08782EBCXPvAibaEXe9zVZKaStZ09MV9x0bcbU8i,1,3,8.91,24,2019,5
BA540562XPvAibaEXe9zVZKaStZ09M1kpi8UwAdl,2,2,7.67,18,2019,4
BA540562XPvAibaEXe9zVZKaStZ09M1kpi8UwAdl,1,3,7.59,17,2019,5
852AB6FBXPvAibaEXe9zVZKaStZ09JfwDhFB+dyV,2,2,0.87,23,2019,4
1F67866CXPvAibaEXe9zVZKaStZ09PPIGXdGFckn,2,2,4.59,24,2019,4
1F67866CXPvAibaEXe9zVZKaStZ09PPIGXdGFckn,1,3,7.69,21,2019,5
7E43EE56XPvAibaEXe9zVZKaStZ09At3tK6+Anzb,2,2,4.33,20,2019,4
7E43EE56XPvAibaEXe9zVZKaStZ09At3tK6+Anzb,1,3,1.87,18,2019,5
39F053A4XPvAibaEXe9zVZKaStZ09Mr38O1aLuN9,2,2,8.14,14,2019,4
39F053A4XPvAibaEXe9zVZKaStZ09Mr38O1aLuN9,1,3,8.46,23,2019,5
CAD31649XPvAibaEXe9zVZKaStZ09AnLpdHb07X/,1,3,7.1,22,2019,5
9A825235XPvAibaEXe9zVZKaStZ09O1cfnd4zC+Z,2,2,8.53,24,2019,4
9A825235XPvAibaEXe9zVZKaStZ09O1cfnd4zC+Z,1,3,8.5,16,2019,5
88496611XPvAibaEXe9zVZKaStZ09GTkrzfL4NY0,2,2,7.95,8,2019,4
88496611XPvAibaEXe9zVZKaStZ09GTkrzfL4NY0,1,3,7.99,21,2019,5
A5C189C6XPvAibaEXe9zVZKaStZ09Bf70EEj0ibp,2,2,7.25,17,2019,4
A5C189C6XPvAibaEXe9zVZKaStZ09Bf70EEj0ibp,3,2,6.9,4,2019,5
A5C189C6XPvAibaEXe9zVZKaStZ09Bf70EEj0ibp,1,3,7.09,18,2019,5
5135E5A2XPvAibaEXe/KP8Z+xE/sY37dNvM38zqE,2,2,5.96,17,2019,4
5135E5A2XPvAibaEXe/KP8Z+xE/sY37dNvM38zqE,1,3,6.79,18,2019,5
E05CA818XPvAibaEXe/KP8Z+xE/sY5RcHTLG0W0w,2,2,7.58,20,2019,4
E05CA818XPvAibaEXe/KP8Z+xE/sY5RcHTLG0W0w,1,3,8.12,18,2019,5
D9D9A5FCXPvAibaEXe/KP8Z+xE/sY9E1u8kxGshj,2,2,7.76,20,2019,4
D9D9A5FCXPvAibaEXe/KP8Z+xE/sY9E1u8kxGshj,1,3,8.02,18,2019,5
6CCFF9D3XPvAibaEXe/KP8Z+xE/sYxf47ovvLcr7,2,2,7.14,20,2019,4
6CCFF9D3XPvAibaEXe/KP8Z+xE/sYxf47ovvLcr7,1,3,4.83,16,2019,5
BF18D491XPvAibaEXe/KP8Z+xE/sY6LIXbTMzS2H,1,3,8.79,17,2019,5
EDF935D9XPvAibaEXe/KP8Z+xE/sYz8OsCVcSuhF,2,2,7.69,17,2019,4
EDF935D9XPvAibaEXe/KP8Z+xE/sYz8OsCVcSuhF,1,3,7.79,20,2019,5
80FA0ECEXPvAibaEXe/KP8Z+xE/sY+uEu3Ciph7N,2,2,8.19,24,2019,4
80FA0ECEXPvAibaEXe/KP8Z+xE/sY+uEu3Ciph7N,1,3,7.72,20,2019,5
F69EF0B7XPvAibaEXe9O6/F07jTuvzSnSW4I6a4V,2,2,7.34,7,2019,4
F69EF0B7XPvAibaEXe9O6/F07jTuvzSnSW4I6a4V,1,3,8.11,22,2019,5
C9369D3FXPvAibaEXe9O6/F07jTuv5GRZ/kkU0bn,1,3,8.47,18,2019,5
42491BFAXPvAibaEXe9O6/F07jTuv6cw8X3wAjXj,2,2,8.04,14,2019,4
42491BFAXPvAibaEXe9O6/F07jTuv6cw8X3wAjXj,1,3,8.21,15,2019,5
7E14FCE2XPvAibaEXe9O6/F07jTuv/syDQU8xrvy,2,2,7.56,19,2019,4
7E14FCE2XPvAibaEXe9O6/F07jTuv/syDQU8xrvy,1,3,8.38,15,2019,5
DEFE01D1XPvAibaEXe9O6/F07jTuvwkH/3s/2vle,2,2,6.57,22,2019,4
DEFE01D1XPvAibaEXe9O6/F07jTuvwkH/3s/2vle,1,3,7.66,17,2019,5
588496D8XPvAibaEXe9O6/F07jTuv0wBRnLhprnd,2,2,9.05,17,2019,4
588496D8XPvAibaEXe9O6/F07jTuv0wBRnLhprnd,1,3,8.9,17,2019,5
DE36DB71XPvAibaEXe9O6/F07jTuv3Z/G0YdbrV5,2,2,7.42,20,2019,4
DE36DB71XPvAibaEXe9O6/F07jTuv3Z/G0YdbrV5,1,3,7.81,21,2019,5
B0E6C48EXPvAibaEXe9O6/F07jTuv2iubEfEzeow,2,2,8.56,17,2019,4
B0E6C48EXPvAibaEXe9O6/F07jTuv2iubEfEzeow,1,3,7.98,19,2019,5
E185C0F6XPvAibaEXe9O6/F07jTuv07xJL7DkUkw,2,2,6.83,12,2019,4
E185C0F6XPvAibaEXe9O6/F07jTuv07xJL7DkUkw,1,3,8.2,22,2019,5
5AEDE7D0XPvAibaEXe9O6/F07jTuv3kW0evqB5/z,1,3,8.33,19,2019,5
794AF669XPvAibaEXe/7VNok06ub0KSN0xZ1STyn,2,2,8.28,22,2019,4
794AF669XPvAibaEXe/7VNok06ub0KSN0xZ1STyn,1,3,8.97,23,2019,5
D9EA631DXPvAibaEXe/7VNok06ub0Dev6lxcgviq,1,3,6.6,14,2019,5
FDD36150XPvAibaEXe/7VNok06ub0Iv7mj4brU6G,2,2,6.4,20,2019,4
FDD36150XPvAibaEXe/7VNok06ub0Iv7mj4brU6G,3,2,7.7,6,2019,5
FDD36150XPvAibaEXe/7VNok06ub0Iv7mj4brU6G,1,3,6.02,20,2019,5
EFC6CC7FXPvAibaEXe/7VNok06ub0LxKcLYQ406/,1,3,5.6,18,2019,5
EA5CA259XPvAibaEXe/7VNok06ub0IqniCJoX9Ie,1,3,6.88,20,2019,5
33CAB33DXPvAibaEXe/7VNok06ub0OLC1+cPB/1J,1,3,5.42,23,2019,5
B44E0B4CXPvAibaEXe/7VNok06ub0ATdhABiuyx3,2,2,7.52,18,2019,4
B44E0B4CXPvAibaEXe/7VNok06ub0ATdhABiuyx3,3,2,8.9,6,2019,5
B44E0B4CXPvAibaEXe/7VNok06ub0ATdhABiuyx3,1,3,7.05,20,2019,5
8D595135XPvAibaEXe/7VNok06ub0AZtZPeKXUSA,2,2,5.66,16,2019,4
8D595135XPvAibaEXe/7VNok06ub0AZtZPeKXUSA,1,3,7.71,14,2019,5
952CCDB3XPvAibaEXe+g+689Av0WQxjR/4g6pBAb,2,2,3.64,20,2019,4
952CCDB3XPvAibaEXe+g+689Av0WQxjR/4g6pBAb,1,3,3.26,15,2019,5
E854A3AFXPvAibaEXe+g+689Av0WQ2EGhzPU1Qh5,2,2,7.45,8,2019,4
E854A3AFXPvAibaEXe+g+689Av0WQ2EGhzPU1Qh5,1,3,7.48,19,2019,5
C0876D1FXPvAibaEXe+g+689Av0WQ2LNsIBPcXwW,1,3,8.59,19,2019,5
27287D52XPvAibaEXe+g+689Av0WQ2TzEcelm+th,2,2,6.47,22,2019,4
27287D52XPvAibaEXe+g+689Av0WQ2TzEcelm+th,1,3,6.98,20,2019,5
3EBE6597XPvAibaEXe+g+689Av0WQ6QNNXH26G5j,2,2,8.6,8,2019,4
3EBE6597XPvAibaEXe+g+689Av0WQ6QNNXH26G5j,1,3,8.75,24,2019,5
1F27D1F2XPvAibaEXe+g+689Av0WQ+w7Qr9QYrfo,2,2,8.57,23,2019,4
1F27D1F2XPvAibaEXe+g+689Av0WQ+w7Qr9QYrfo,1,3,8.09,20,2019,5
673CB672XPvAibaEXe+g+689Av0WQyWfZz/S798Q,2,2,9.85,8,2019,4
673CB672XPvAibaEXe+g+689Av0WQyWfZz/S798Q,1,3,8.88,21,2019,5
30F12A42XPvAibaEXe+g+689Av0WQ/y+ZKHDA23S,1,3,8.0,20,2019,5
FCF5BD41XPvAibaEXe+iIJOpfrvDw3Y0BDNPCdhv,2,2,4.1,8,2019,4
FCF5BD41XPvAibaEXe+iIJOpfrvDw3Y0BDNPCdhv,1,3,4.55,11,2019,5
35CFC31BXPvAibaEXe+iIJOpfrvDw19cYffrUhx5,2,2,6.87,24,2019,4
35CFC31BXPvAibaEXe+iIJOpfrvDw19cYffrUhx5,1,3,7.6,23,2019,5
F00FA95AXPvAibaEXe+iIJOpfrvDwyFLtazciWEk,2,2,5.5,22,2019,4
F00FA95AXPvAibaEXe+iIJOpfrvDwyFLtazciWEk,1,3,7.23,19,2019,5
0E3CD80AXPvAibaEXe+iIJOpfrvDw/LOXzIQc4yS,2,2,7.87,17,2019,4
0E3CD80AXPvAibaEXe+iIJOpfrvDw/LOXzIQc4yS,1,3,7.82,17,2019,5
07041016XPvAibaEXe+iIJOpfrvDw0cyN3jgSrMf,2,2,8.45,19,2019,4
07041016XPvAibaEXe+iIJOpfrvDw0cyN3jgSrMf,1,3,7.23,15,2019,5
615CD044XPvAibaEXe+iIJOpfrvDw2MDa3Xhq30w,2,2,7.94,26,2019,4
615CD044XPvAibaEXe+iIJOpfrvDw2MDa3Xhq30w,1,3,8.25,26,2019,5
F0A39268XPvAibaEXe+iIJOpfrvDw+wwVAHpHkrV,1,3,7.89,22,2019,5
FBBA5CC9XPvAibaEXe9yRt5bXcOfsuxuuIniNi4p,2,2,7.59,24,2019,4
FBBA5CC9XPvAibaEXe9yRt5bXcOfsuxuuIniNi4p,1,3,6.84,16,2019,5
AB0C7AB6XPvAibaEXe9yRt5bXcOfsh6ASALVihBA,2,2,2.58,15,2019,4
0D25B7B4XPvAibaEXe9yRt5bXcOfsoxkwTgZfsWI,2,2,7.2,20,2019,4
0D25B7B4XPvAibaEXe9yRt5bXcOfsoxkwTgZfsWI,1,3,8.06,20,2019,5
32320C2CXPvAibaEXe9yRt5bXcOfsoAwfBPsvoS8,2,2,8.56,22,2019,4
32320C2CXPvAibaEXe9yRt5bXcOfsoAwfBPsvoS8,1,3,8.48,21,2019,5
5C427CB8XPvAibaEXe9yRt5bXcOfsjwYNwwE+04M,2,2,6.88,18,2019,4
5C427CB8XPvAibaEXe9yRt5bXcOfsjwYNwwE+04M,3,2,8.3,6,2019,5
5C427CB8XPvAibaEXe9yRt5bXcOfsjwYNwwE+04M,1,3,6.91,20,2019,5
7206970DXPvAibaEXe9yRt5bXcOfssCuK/ccjZpP,1,3,8.62,20,2019,5
A67F245CXPvAibaEXe9yRt5bXcOfstXiEpKBa8kE,2,2,8.47,18,2019,4
A67F245CXPvAibaEXe9yRt5bXcOfstXiEpKBa8kE,3,2,8.45,6,2019,5
A67F245CXPvAibaEXe9yRt5bXcOfstXiEpKBa8kE,1,3,8.5,20,2019,5
6BAD0417XPvAibaEXe9yRt5bXcOfsnbU3QAawVSU,2,2,8.2,7,2019,4
6BAD0417XPvAibaEXe9yRt5bXcOfsnbU3QAawVSU,3,2,8.0,4,2019,5
6BAD0417XPvAibaEXe9yRt5bXcOfsnbU3QAawVSU,1,3,7.97,22,2019,5
B90EBCC3XPvAibaEXe9yRt5bXcOfsi/UPp+g+7My,1,3,8.2,14,2019,5
EC7FDAFAXPvAibaEXe9yRt5bXcOfsijDufwvpJgd,2,2,8.63,20,2019,4
EC7FDAFAXPvAibaEXe9yRt5bXcOfsijDufwvpJgd,1,3,8.16,23,2019,5
C8682BC1XPvAibaEXe/twT+sf632fbl6k0Q4eVe8,2,2,6.83,20,2019,4
C8682BC1XPvAibaEXe/twT+sf632fbl6k0Q4eVe8,1,3,7.87,18,2019,5
0001EB57XPvAibaEXe/twT+sf632fUXnsgPGeB4G,2,2,8.75,19,2019,4
0001EB57XPvAibaEXe/twT+sf632fUXnsgPGeB4G,1,3,8.54,20,2019,5
468CAE9CXPvAibaEXe/twT+sf632fdkP6ftA8QP3,2,2,8.28,18,2019,4
468CAE9CXPvAibaEXe/twT+sf632fdkP6ftA8QP3,1,3,8.25,19,2019,5
8B1987BCXPvAibaEXe/twT+sf632faSMkP/nbJtw,2,2,8.88,26,2019,4
8B1987BCXPvAibaEXe/twT+sf632faSMkP/nbJtw,1,3,8.29,18,2019,5
02D11BA0XPvAibaEXe/twT+sf632fV68MOhuBLMU,1,3,8.34,18,2019,5
06DEC3FFXPvAibaEXe/twT+sf632fctdpzTwNzBW,2,2,7.05,8,2019,4
06DEC3FFXPvAibaEXe/twT+sf632fctdpzTwNzBW,1,3,7.97,18,2019,5
DD26669CXPvAibaEXe/twT+sf632faVfSD0i27Nj,2,2,7.61,7,2019,4
DD26669CXPvAibaEXe/twT+sf632faVfSD0i27Nj,1,3,7.7,22,2019,5
0850B0F9XPvAibaEXe/twT+sf632fdDzR/0GA7ku,2,2,5.5,20,2019,4
0850B0F9XPvAibaEXe/twT+sf632fdDzR/0GA7ku,3,2,7.2,6,2019,5
0850B0F9XPvAibaEXe/twT+sf632fdDzR/0GA7ku,1,3,5.53,20,2019,5
F3DC9766XPvAibaEXe/twT+sf632fXAqVDXhe9ZZ,2,2,7.66,18,2019,4
F3DC9766XPvAibaEXe/twT+sf632fXAqVDXhe9ZZ,1,3,7.68,16,2019,5
7BA2F48FXPvAibaEXe/twT+sf632fW8aXJozavJO,2,2,7.38,4,2019,4
7BA2F48FXPvAibaEXe/twT+sf632fW8aXJozavJO,1,3,7.12,18,2019,5
53C76C78XPvAibaEXe++P1Ki321T8dLKmOd542vM,2,2,8.7,8,2019,4
53C76C78XPvAibaEXe++P1Ki321T8dLKmOd542vM,1,3,8.15,24,2019,5
53C76C78XPvAibaEXe++P1Ki321T8dLKmOd542vM,2,3,8.01,21,2019,6
3464C694XPvAibaEXe++P1Ki321T8aj89R6oz/6m,2,2,8.47,20,2019,4
3464C694XPvAibaEXe++P1Ki321T8aj89R6oz/6m,1,3,9.13,15,2019,5
851A2F6EXPvAibaEXe++P1Ki321T8V+ZvvTEOTWt,2,2,8.44,7,2019,4
851A2F6EXPvAibaEXe++P1Ki321T8V+ZvvTEOTWt,1,3,7.88,25,2019,5
761D0BE0XPvAibaEXe++P1Ki321T8fSUdMv0uQgk,2,2,6.32,15,2019,4
761D0BE0XPvAibaEXe++P1Ki321T8fSUdMv0uQgk,1,3,4.55,17,2019,5
09C5F90EXPvAibaEXe++P1Ki321T8WzWUflk+Nbj,2,2,7.68,24,2019,4
09C5F90EXPvAibaEXe++P1Ki321T8WzWUflk+Nbj,1,3,9.2,15,2019,5
814DECDCXPvAibaEXe++P1Ki321T8SRYTMMR57OU,2,2,7.72,19,2019,4
814DECDCXPvAibaEXe++P1Ki321T8SRYTMMR57OU,1,3,7.49,20,2019,5
9131269CXPvAibaEXe++P1Ki321T8QwiqZBNKu1/,2,2,7.83,21,2019,4
9131269CXPvAibaEXe++P1Ki321T8QwiqZBNKu1/,1,3,8.63,15,2019,5
7B95A5C9XPvAibaEXe++P1Ki321T8Vj7DrzEq3Bh,2,2,3.21,15,2019,4
F41340DCXPvAibaEXe++P1Ki321T8Z41T6oVJDou,2,2,8.28,20,2019,4
F41340DCXPvAibaEXe++P1Ki321T8Z41T6oVJDou,1,3,7.92,19,2019,5
85920946XPvAibaEXe/6es9ZTmhAJWULVfgdHLzy,1,3,9.09,21,2019,5
6EDD9279XPvAibaEXe/6es9ZTmhAJYZtnmVC9i7g,2,2,9.05,8,2019,4
6EDD9279XPvAibaEXe/6es9ZTmhAJYZtnmVC9i7g,1,3,8.38,23,2019,5
6EDD9279XPvAibaEXe/6es9ZTmhAJYZtnmVC9i7g,2,3,8.73,22,2019,6
A9194BC8XPvAibaEXe/6es9ZTmhAJWH1GOHxiRfg,2,2,8.66,20,2019,4
A9194BC8XPvAibaEXe/6es9ZTmhAJWH1GOHxiRfg,1,3,8.77,15,2019,5
1E2880BEXPvAibaEXe/6es9ZTmhAJRQcqZYLq6O+,2,2,6.85,19,2019,4
1E2880BEXPvAibaEXe/6es9ZTmhAJRQcqZYLq6O+,1,3,8.09,17,2019,5
16330429XPvAibaEXe/6es9ZTmhAJYovsQOSNcAx,2,2,8.57,18,2019,4
16330429XPvAibaEXe/6es9ZTmhAJYovsQOSNcAx,1,3,8.14,17,2019,5
AFAD2A51XPvAibaEXe/6es9ZTmhAJcgOBagnlwbW,2,2,8.81,19,2019,4
AFAD2A51XPvAibaEXe/6es9ZTmhAJcgOBagnlwbW,1,3,8.63,19,2019,5
79984E21XPvAibaEXe/6es9ZTmhAJXGJeq36DaW3,2,2,7.53,20,2019,4
79984E21XPvAibaEXe/6es9ZTmhAJXGJeq36DaW3,1,3,8.23,18,2019,5
ABC4F536XPvAibaEXe/6es9ZTmhAJU1gE/KF2/SH,2,2,5.27,18,2019,4
ABC4F536XPvAibaEXe/6es9ZTmhAJU1gE/KF2/SH,1,3,7.29,16,2019,5
8D1FD34FXPvAibaEXe/6es9ZTmhAJSrTTrc0XbOf,2,2,6.99,22,2019,4
8D1FD34FXPvAibaEXe/6es9ZTmhAJSrTTrc0XbOf,1,3,7.08,19,2019,5
D6B9B223XPvAibaEXe/X5qOvA9deFYAh2XNjLXb3,2,2,8.16,20,2019,4
D6B9B223XPvAibaEXe/X5qOvA9deFYAh2XNjLXb3,1,3,8.3,16,2019,5
67A05D6CXPvAibaEXe/X5qOvA9deFRJ0DDr9P9j3,1,3,7.77,16,2019,5
9B2EE136XPvAibaEXe/X5qOvA9deFWAv7YB0HYtm,2,2,7.77,18,2019,4
9B2EE136XPvAibaEXe/X5qOvA9deFWAv7YB0HYtm,1,3,7.91,14,2019,5
E5E32A6AXPvAibaEXe/X5qOvA9deFclQHeQ/vAlU,2,2,7.68,20,2019,4
E5E32A6AXPvAibaEXe/X5qOvA9deFclQHeQ/vAlU,1,3,7.78,17,2019,5
DFD30B21XPvAibaEXe/X5qOvA9deFa5OjIz1SoyN,2,2,8.17,18,2019,4
DFD30B21XPvAibaEXe/X5qOvA9deFa5OjIz1SoyN,1,3,8.62,17,2019,5
F2ECE03CXPvAibaEXe/X5qOvA9deFS0DFHPqxipl,2,2,7.89,18,2019,4
F2ECE03CXPvAibaEXe/X5qOvA9deFS0DFHPqxipl,1,3,8.0,18,2019,5
13655380XPvAibaEXe/X5qOvA9deFSqB+D+B3Wl4,2,2,8.52,16,2019,4
13655380XPvAibaEXe/X5qOvA9deFSqB+D+B3Wl4,1,3,7.99,20,2019,5
BE573A0FXPvAibaEXe/X5qOvA9deFWiLIcL3XnRq,2,2,8.75,24,2019,4
BE573A0FXPvAibaEXe/X5qOvA9deFWiLIcL3XnRq,1,3,8.57,20,2019,5
406CA736XPvAibaEXe/EbCJQv4uheJSkPxWpbZwW,1,3,7.7,15,2019,5
09792F8AXPvAibaEXe/EbCJQv4uheBJq+S2/WJDS,2,2,8.99,24,2019,4
09792F8AXPvAibaEXe/EbCJQv4uheBJq+S2/WJDS,1,3,8.84,19,2019,5
A1D12A14XPvAibaEXe/EbCJQv4uheBzrEAuuc+9B,2,2,8.08,17,2019,4
A1D12A14XPvAibaEXe/EbCJQv4uheBzrEAuuc+9B,1,3,8.32,22,2019,5
0E479942XPvAibaEXe/EbCJQv4uheFVawqT5Hb/C,2,2,5.65,21,2019,4
0E479942XPvAibaEXe/EbCJQv4uheFVawqT5Hb/C,1,3,5.4,18,2019,5
686F0240XPvAibaEXe/EbCJQv4uheLsCvuE8vs+G,2,2,7.02,18,2019,4
686F0240XPvAibaEXe/EbCJQv4uheLsCvuE8vs+G,3,2,8.0,6,2019,5
686F0240XPvAibaEXe/EbCJQv4uheLsCvuE8vs+G,1,3,7.16,20,2019,5
E4163ECCXPvAibaEXe/EbCJQv4uheGR8fcjpy0Ho,1,3,6.68,22,2019,5
E4A2CA5FXPvAibaEXe/EbCJQv4uheBFQbvWbrhdc,2,2,9.05,26,2019,4
E4A2CA5FXPvAibaEXe/EbCJQv4uheBFQbvWbrhdc,1,3,8.94,22,2019,5
72799547XPvAibaEXe/EbCJQv4uheCs1N4MmdI1Q,2,2,8.47,25,2019,4
72799547XPvAibaEXe/EbCJQv4uheCs1N4MmdI1Q,1,3,8.21,18,2019,5
35865CD6XPvAibaEXe/EbCJQv4uheDwpQamyLarT,2,2,6.4,22,2019,4
35865CD6XPvAibaEXe/EbCJQv4uheDwpQamyLarT,1,3,7.28,17,2019,5
63AB05E2XPvAibaEXe9/w7qCPr4fx5T4ywW+XAPz,2,2,7.85,19,2019,4
63AB05E2XPvAibaEXe9/w7qCPr4fx5T4ywW+XAPz,1,3,7.76,17,2019,5
F7047BC2XPvAibaEXe9/w7qCPr4fx1n88eauBXwE,2,2,7.55,15,2019,4
F7047BC2XPvAibaEXe9/w7qCPr4fx1n88eauBXwE,1,3,7.91,16,2019,5
F89F5B19XPvAibaEXe9/w7qCPr4fx7yoct15oaoS,2,2,5.98,18,2019,4
